,valores em euros,valores preditos
11176,0.09,0.24543369
15483,0.02,0.24543369
11502,0.08,0.24763715
5840,0.3,0.25970107
6222,0.28,0.27736723
4699,0.41,0.4423831
9771,0.12,0.24665582
12719,0.06,0.24543369
11646,0.08,0.24763715
2896,0.7,0.3476857
14733,0.03,0.24543369
4299,0.45,0.40992606
15552,0.02,0.24543369
7028,0.23,0.24543369
16517,0.01,0.24543369
6198,0.28,0.28754997
5399,0.34,0.3057594
6688,0.25,0.25451493
2251,0.92,0.7103028
2879,0.71,0.60362566
13118,0.05,0.24543369
3794,0.53,0.40937787
6340,0.27,0.24748099
3330,0.6,0.3344102
3516,0.57,0.5238102
12619,0.06,0.24763715
6582,0.25,0.26738167
11277,0.08,0.24543369
8004,0.18,0.2799486
12301,0.06,0.24696094
4765,0.4,0.37356117
9237,0.14,0.24543369
11209,0.09,0.24543369
9978,0.12,0.24543369
16223,0.01,0.24543369
947,1.84,1.5563668
11530,0.08,0.250551
7073,0.23,0.26433793
11491,0.08,0.24543369
1724,1.17,0.6835284
6002,0.29,0.291202
15030,0.02,0.24543369
1292,1.47,1.1534109
14295,0.03,0.24995297
7626,0.2,0.25824806
6606,0.25,0.2471166
4270,0.46,0.45094037
16116,0.01,0.24543369
5725,0.31,0.31431365
5938,0.29,0.29351825
15295,0.02,0.24763715
16595,0.01,0.24600944
6083,0.29,0.25656435
10022,0.11,0.24608004
4932,0.39,0.35525006
13460,0.05,0.24543369
3261,0.62,0.35493976
13778,0.04,0.24543369
10923,0.09,0.24543369
3704,0.54,0.43332872
3823,0.52,0.28452274
8226,0.17,0.24543369
13504,0.04,0.24600944
14432,0.03,0.24763715
14998,0.02,0.24543369
16478,0.01,0.24543369
16535,0.01,0.24543369
15737,0.02,0.24543369
2677,0.76,0.73989105
13907,0.04,0.24543369
14255,0.03,0.24543369
14714,0.03,0.24543369
11638,0.08,0.2486313
7923,0.19,0.25150847
266,4.24,3.6091976
5660,0.32,0.29023317
15015,0.02,0.24543369
652,2.41,1.8281415
9255,0.14,0.24543369
8800,0.15,0.24543369
4514,0.43,0.4311069
16604,0.01,0.24543369
16215,0.01,0.24543369
13722,0.04,0.24543369
10200,0.11,0.24763715
13129,0.05,0.24543369
823,2.06,1.3679502
1693,1.19,0.98950094
9437,0.13,0.24543369
9656,0.12,0.24763715
7360,0.21,0.25451493
123,6.62,4.6583505
6118,0.28,0.3445901
15943,0.02,0.24543369
13110,0.05,0.2562014
15266,0.02,0.24543369
12808,0.06,0.24543369
11398,0.08,0.2648233
8773,0.15,0.24543369
14219,0.03,0.24543369
1600,1.25,1.0946708
351,3.62,2.8751469
5390,0.34,0.3448482
14361,0.03,0.24543369
11066,0.09,0.24543369
11941,0.07,0.24543369
16480,0.01,0.24543369
6734,0.25,0.2532928
3782,0.53,0.4447532
4645,0.42,0.38488102
1377,1.4,1.3198239
9724,0.12,0.24543369
3659,0.55,0.3971056
12644,0.06,0.24543369
1362,1.41,1.2570878
2498,0.83,0.53222996
5496,0.33,0.26333502
15006,0.02,0.24543369
12674,0.06,0.24543369
10768,0.1,0.24543369
11255,0.09,0.24543369
15459,0.02,0.24543369
330,3.76,2.7770345
480,2.96,2.3502073
5712,0.31,0.24543369
1695,1.19,1.0706367
16474,0.01,0.24543369
1069,1.69,1.2837418
11975,0.07,0.24543369
12340,0.06,0.24543369
10678,0.1,0.24827757
15823,0.02,0.24543369
3188,0.63,0.657858
6973,0.23,0.24600944
4908,0.39,0.33678922
3405,0.59,0.5571479
12211,0.07,0.24608004
5214,0.36,0.27904177
274,4.21,3.5500631
15184,0.02,0.24575695
759,2.16,1.9386086
1633,1.23,1.0545148
6395,0.27,0.25930846
9922,0.12,0.24543369
2481,0.83,0.75754213
8514,0.16,0.24543369
7504,0.2,0.2532928
5558,0.32,0.26333502
10386,0.11,0.24543369
15481,0.02,0.24543369
10619,0.1,0.24543369
10143,0.11,0.24543369
5830,0.3,0.2789717
11108,0.09,0.24543369
12972,0.05,0.24543369
8566,0.16,0.24654084
16573,0.01,0.24543369
6014,0.29,0.24543369
12244,0.07,0.24543369
1650,1.22,1.1148245
14105,0.04,0.24543369
816,2.06,1.6888627
16260,0.01,0.24543369
11675,0.08,0.24543369
2427,0.85,0.6634559
7790,0.19,0.24654084
12119,0.07,0.24543369
8027,0.18,0.26201722
5584,0.32,0.26045907
11741,0.08,0.24543369
1487,1.32,1.1885412
4111,0.48,0.39908084
559,2.69,2.2824817
5237,0.36,0.29235685
9278,0.14,0.24608004
5537,0.33,0.24608004
1241,1.51,1.3316386
620,2.49,2.0447624
12710,0.06,0.24600944
5371,0.34,0.31865197
11010,0.09,0.24543369
11559,0.08,0.24543369
260,4.32,3.0143728
6537,0.26,0.29444396
10228,0.11,0.24543369
7341,0.21,0.24718723
13149,0.05,0.24798498
978,1.79,1.4332907
13269,0.05,0.24600944
8385,0.17,0.24543369
14503,0.03,0.24543369
5761,0.31,0.30674073
3025,0.67,0.5440216
8987,0.14,0.24543369
14817,0.03,0.24543369
5828,0.3,0.28117514
4643,0.42,0.2746079
13538,0.04,0.24543369
16212,0.01,0.24543369
6275,0.27,0.24982285
1376,1.4,1.2767832
3974,0.5,0.4634899
8209,0.17,0.24543369
1104,1.66,1.3911886
11187,0.09,0.24543369
13559,0.04,0.24543369
3852,0.52,0.46614903
14044,0.04,0.24543369
16591,0.01,0.24543369
12590,0.06,0.24827757
4789,0.4,0.31095156
2802,0.73,0.4162765
3135,0.64,0.5179046
10776,0.1,0.24763715
11861,0.07,0.24543369
194,5.13,3.4118276
15886,0.02,0.24543369
4425,0.44,0.33760828
12821,0.06,0.24543369
11771,0.07,0.24543369
4709,0.41,0.33930022
553,2.7,2.0131826
13837,0.04,0.24543369
13431,0.05,0.31426626
9915,0.12,0.24827757
1570,1.27,1.0589066
12476,0.06,0.24543369
6951,0.23,0.24843326
7009,0.23,0.2593674
11075,0.09,0.24543369
13988,0.04,0.26704746
5848,0.3,0.28117514
11607,0.08,0.24543369
4558,0.42,0.36304805
14861,0.03,0.24763715
15128,0.02,0.24543369
4427,0.44,0.40037602
3277,0.61,0.34420878
9925,0.12,0.24608004
6543,0.26,0.2532928
4760,0.4,0.33101216
3851,0.52,0.4215114
1106,1.66,1.0211169
4769,0.4,0.38328406
1756,1.16,1.0133992
13967,0.04,0.24543369
10450,0.1,0.2470156
2253,0.92,0.7938173
12679,0.06,0.25028855
2972,0.68,0.68126
6886,0.24,0.24920353
1397,1.38,1.0689635
11593,0.08,0.24600944
7822,0.19,0.24543369
6039,0.29,0.29351825
3656,0.55,0.37458673
2138,0.96,0.78193754
1029,1.73,1.3800023
14467,0.03,0.24543369
1335,1.43,1.2921771
9707,0.12,0.2470156
8176,0.18,0.24666831
6048,0.29,0.3214515
12586,0.06,0.24543369
737,2.2,1.9031305
9589,0.13,0.24543369
5914,0.3,0.26223823
10430,0.1,0.25224105
2984,0.68,0.37616703
5335,0.35,0.31291372
9601,0.13,0.24543369
2388,0.87,0.8859918
1366,1.41,1.253574
3706,0.54,0.4384956
13721,0.04,0.24543369
7354,0.21,0.25532973
4858,0.39,0.35254607
14828,0.03,0.24543369
10637,0.1,0.24696094
977,1.79,1.6025609
13945,0.04,0.24763715
12977,0.05,0.24543369
14980,0.03,0.24543369
13755,0.04,0.24543369
16266,0.01,0.24543369
13417,0.05,0.24543369
4239,0.46,0.35668403
13484,0.05,0.24543369
12306,0.06,0.24543369
335,3.71,2.6760132
10326,0.11,0.24543369
10860,0.09,0.24600944
9355,0.13,0.24543369
13656,0.04,0.24543369
3617,0.55,0.31735158
7152,0.22,0.45712033
13410,0.05,0.24763715
5977,0.29,0.26276726
9141,0.14,0.24830821
6560,0.26,0.2665233
2519,0.82,0.6055729
8954,0.15,0.24543369
9836,0.12,0.24543369
14074,0.04,0.24543369
2683,0.76,0.38601607
11608,0.08,0.24543369
16109,0.01,0.24763715
4132,0.47,0.4224075
6441,0.26,0.24608004
11246,0.09,0.24958423
12708,0.06,0.24763715
6996,0.23,0.3454545
14485,0.03,0.24543369
14949,0.03,0.24543369
2665,0.77,0.47556195
6756,0.25,0.25532973
12014,0.07,0.24543369
5076,0.37,0.45822746
10780,0.1,0.24763715
1224,1.53,1.3639163
13433,0.05,0.24543369
15697,0.02,0.24543369
14067,0.04,0.24543369
5141,0.37,0.32370543
8479,0.16,0.24543369
14355,0.03,0.24543369
9030,0.14,0.24763715
13584,0.04,0.24543369
15069,0.02,0.2830411
6602,0.25,0.24654084
376,3.49,3.2098317
5355,0.34,0.35780728
8252,0.17,0.28635725
2436,0.85,0.69609886
16510,0.01,0.24543369
8138,0.18,0.24763715
3417,0.59,0.36976823
7239,0.22,0.38715643
15363,0.02,0.24543369
14928,0.03,0.24543369
12494,0.06,0.24543369
4747,0.41,0.38299257
10931,0.09,0.24600944
9564,0.13,0.2624605
401,3.35,2.923377
1286,1.48,1.2835693
5181,0.36,0.3261571
3293,0.61,0.53724265
10911,0.09,0.24666831
16461,0.01,0.24543369
7474,0.21,0.24543369
12365,0.06,0.24543369
5108,0.37,0.34719646
9880,0.12,0.24543369
4565,0.42,0.36602354
4910,0.39,0.34719646
1314,1.45,1.2495899
6361,0.27,0.26153004
13373,0.05,0.24543369
14984,0.03,0.24543369
13334,0.05,0.24543369
3383,0.59,0.46846038
12877,0.05,0.24763715
9067,0.14,0.2614415
10834,0.09,0.24696094
15260,0.02,0.24543369
15934,0.02,0.24543369
13457,0.05,0.24543369
15200,0.02,0.24543369
1743,1.16,0.7206612
15271,0.02,0.24543369
15149,0.02,0.24543369
10239,0.11,0.25824806
16035,0.02,0.2470156
8691,0.16,0.24543369
11014,0.09,0.24543369
1000,1.76,1.5591336
10926,0.09,0.24995297
3747,0.53,0.55440074
838,2.04,1.5594625
785,2.11,1.722338
5418,0.34,0.32466355
1353,1.42,1.3249416
11569,0.08,0.24543369
12470,0.06,0.24543369
11115,0.09,0.24543369
4476,0.43,0.265427
3642,0.55,0.4104595
5452,0.33,0.32025948
10599,0.1,0.24543369
12250,0.07,0.24543369
6818,0.24,0.25078577
9418,0.13,0.30650544
3862,0.52,0.40866154
7911,0.19,0.2471166
10402,0.11,0.24763715
15640,0.02,0.24763715
11692,0.08,0.24543369
5744,0.31,0.32477862
4480,0.43,0.28108215
5714,0.31,0.3426817
14805,0.03,0.2549668
11142,0.09,0.24666831
4087,0.48,0.36244625
14174,0.03,0.24543369
2803,0.73,0.5651478
2352,0.89,0.914626
793,2.09,1.6268194
14721,0.03,0.24543369
6453,0.26,0.2532928
11777,0.07,0.24608004
755,2.17,1.4643294
16121,0.01,0.24543369
205,5.02,4.1296487
11300,0.08,0.259911
5827,0.3,0.3516676
11501,0.08,0.24763715
12138,0.07,0.24543369
9931,0.12,0.24696094
5810,0.31,0.33958343
16624,0.01,0.27227217
1372,1.41,1.2239237
10542,0.1,0.24543369
3084,0.65,0.50578636
5763,0.31,0.3210324
1289,1.48,1.3322598
5589,0.32,0.2789717
1039,1.72,1.140469
6384,0.27,0.2507917
11380,0.08,0.28638768
11475,0.08,0.24543369
13487,0.05,0.24543369
15007,0.02,0.24543369
13823,0.04,0.24543369
10245,0.11,0.28540856
10446,0.1,0.24543369
4011,0.49,0.50125444
3711,0.54,0.45128104
1262,1.5,0.716365
7575,0.2,0.24825019
1233,1.52,0.5898601
1049,1.71,1.5394694
5568,0.32,0.34719646
2124,0.97,0.9002328
15119,0.02,0.24543369
6167,0.28,0.29351825
6589,0.25,0.29444396
3598,0.56,0.41330934
4878,0.39,0.39989102
1135,1.62,1.2875742
10670,0.1,0.26629624
13057,0.05,0.24543369
14356,0.03,0.24543369
15065,0.02,0.24543369
13564,0.04,0.24543369
10475,0.1,0.24543369
10978,0.09,0.24543369
7777,0.19,0.2501394
9902,0.12,0.24543369
10421,0.1,0.24543369
3971,0.5,0.42687386
9093,0.14,0.24543369
3035,0.66,0.64698815
15591,0.02,0.24600944
13409,0.05,0.24543369
13420,0.05,0.24543369
14691,0.03,0.24543369
13068,0.05,0.2470156
9769,0.12,0.24543369
4041,0.49,0.4186992
8614,0.16,0.26694238
14324,0.03,0.24543369
5565,0.32,0.31735158
12148,0.07,0.24666831
9894,0.12,0.24543369
2801,0.73,0.560498
16008,0.02,0.27446562
5326,0.35,0.28071803
4351,0.45,0.40602642
506,2.87,2.037521
12334,0.06,0.24543369
14249,0.03,0.24666831
15404,0.02,0.24763715
1735,1.17,0.9017246
16165,0.01,0.24608004
420,3.24,2.7605467
11453,0.08,0.24543369
1806,1.13,1.0378258
5120,0.37,0.4903143
1481,1.32,1.2918482
14831,0.03,0.24543369
452,3.08,2.6451437
10013,0.11,0.24543369
3496,0.57,0.38506353
9675,0.12,0.2854702
13046,0.05,0.24763715
3211,0.63,0.48638707
11821,0.07,0.24543369
16585,0.01,0.24543369
2455,0.84,0.6853189
5611,0.32,0.26491368
14166,0.03,0.24543369
3797,0.53,0.46986812
4488,0.43,0.27315816
7799,0.19,0.24543369
9473,0.13,0.24543369
4350,0.45,0.36353838
16206,0.01,0.24543369
2276,0.91,0.9019651
10157,0.11,0.24543369
4053,0.49,0.3517266
6993,0.23,0.2532074
4527,0.43,0.3663568
8670,0.16,0.2614415
1142,1.62,1.3633466
3474,0.58,0.34747246
2808,0.73,0.76884043
2393,0.87,0.72834194
14684,0.03,0.24543369
15112,0.02,0.24543369
1339,1.43,1.2115358
8109,0.18,0.24543369
407,3.32,2.598867
8009,0.18,0.27793264
15107,0.02,0.24543369
4549,0.42,0.42203778
14444,0.03,0.24763715
1143,1.62,0.68289965
11735,0.08,0.24543369
745,2.2,1.7850637
16107,0.01,0.24543369
15213,0.02,0.2515387
10178,0.11,0.24543369
16527,0.01,0.2549668
13898,0.04,0.24543369
11299,0.08,0.24608004
3226,0.62,0.3331974
1290,1.47,1.2279704
875,1.95,1.7633092
8770,0.15,0.26201722
1185,1.57,1.0025299
354,3.61,2.7117782
5792,0.31,0.26182348
6812,0.24,0.2501394
1205,1.55,1.2446771
9349,0.13,0.24763715
8308,0.17,0.24763715
8983,0.15,0.24543369
15385,0.02,0.24543369
7270,0.22,0.24543369
11929,0.07,0.24543369
5071,0.37,0.28825665
4534,0.43,0.3754229
10694,0.1,0.24763715
5112,0.37,0.3432575
661,2.38,1.9308901
8807,0.15,0.24543369
13978,0.04,0.24665582
6090,0.28,0.27736723
9930,0.12,0.24543369
14024,0.04,0.24543369
11634,0.08,0.24543369
4131,0.47,0.44706818
772,2.14,0.90289783
2064,1.0,0.70722044
15463,0.02,0.24543369
7447,0.21,0.24608004
1053,1.7,0.6632288
7286,0.22,0.25532973
8786,0.15,0.24543369
15343,0.02,0.24543369
32,14.61,13.5397
1394,1.38,1.1917088
188,5.19,3.8783615
10190,0.11,0.24543369
3286,0.61,0.53604025
5602,0.32,0.32568043
8215,0.17,0.24543369
5142,0.37,0.2515387
14206,0.03,0.2708038
5363,0.34,0.30836037
10192,0.11,0.24543369
11636,0.08,0.24995297
8835,0.15,0.24543369
9294,0.14,0.24543369
16603,0.01,0.24543369
134,6.34,5.7149625
6,29.8,20.338747
13343,0.05,0.24543369
8198,0.18,0.24543369
13651,0.04,0.24543369
13875,0.04,0.24543369
12200,0.07,0.29110855
16192,0.01,0.24543369
10943,0.09,0.24543369
3967,0.5,0.28732705
10749,0.1,0.24543369
4358,0.45,0.48971367
3131,0.64,0.5316367
16190,0.01,0.250551
10821,0.1,0.24543369
13237,0.05,0.24543369
11674,0.08,0.24759129
15879,0.02,0.24543369
9265,0.14,0.24608004
7008,0.23,0.24862778
7541,0.2,0.24543369
6182,0.28,0.25651795
4942,0.39,0.32931054
13361,0.05,0.33163726
3300,0.61,0.52201915
8550,0.16,0.24893785
11387,0.08,0.24543369
13340,0.05,0.24543369
3669,0.55,0.5579844
13397,0.05,0.24543369
5693,0.32,0.28117514
6070,0.29,0.29493257
3320,0.61,0.5201234
16308,0.01,0.24543369
14543,0.03,0.24600944
7509,0.2,0.25824806
7579,0.2,0.28736347
2130,0.97,0.7772399
11864,0.07,0.24543369
4202,0.47,0.3913221
4394,0.44,0.37437043
8435,0.17,0.24654084
15750,0.02,0.24543369
246,4.45,3.8559542
16262,0.01,0.24543369
3302,0.61,0.5769373
3901,0.51,0.408742
13646,0.04,0.24543369
9308,0.14,0.28551084
145,6.03,5.03506
15780,0.02,0.24543369
13788,0.04,0.2614415
15969,0.02,0.24543369
13741,0.04,0.24543369
1199,1.55,1.3555765
796,2.09,1.743306
14287,0.03,0.24543369
1307,1.46,1.0719962
12017,0.07,0.2604515
6156,0.28,0.26433793
14036,0.04,0.24543369
16244,0.01,0.24543369
5315,0.35,0.28020632
12374,0.06,0.24543369
5150,0.37,0.32299012
14785,0.03,0.2659034
1298,1.46,1.1215128
15638,0.02,0.24543369
837,2.04,1.7273041
430,3.18,2.2771804
4375,0.44,0.44100022
8165,0.18,0.24543369
9254,0.14,0.24763715
6995,0.23,0.24763715
15830,0.02,0.24600944
6105,0.28,0.25656435
8911,0.15,0.26201722
11755,0.08,0.24543369
4042,0.49,0.43491974
16437,0.01,0.24543369
15045,0.02,0.24543369
3125,0.65,0.3836322
6434,0.26,0.26431987
12909,0.05,0.24543369
5505,0.33,0.2985678
13641,0.04,0.24543369
5882,0.3,0.27957067
8313,0.17,0.24812272
15133,0.02,0.24543369
870,1.96,1.3860236
1639,1.22,0.54095316
6259,0.27,0.2665233
8801,0.15,0.24798498
5655,0.32,0.29784393
6045,0.29,0.31545424
4508,0.43,0.35276663
15346,0.02,0.28270552
12265,0.07,0.25300807
3238,0.62,0.47768697
16011,0.02,0.24543369
2720,0.75,0.7665776
4225,0.46,0.34145617
7793,0.19,0.24654084
995,1.76,1.1906953
12466,0.06,0.250551
7765,0.19,0.24759129
10310,0.11,0.24543369
10030,0.11,0.24543369
13091,0.05,0.24543369
15,21.79,17.331127
7124,0.22,0.41613275
12973,0.05,0.24543369
10999,0.09,0.2700901
7598,0.2,0.25059932
946,1.84,1.5490152
2543,0.81,0.829785
8515,0.16,0.24763715
13198,0.05,0.24575695
1270,1.49,1.2516432
3156,0.64,0.57636154
14453,0.03,0.24543369
16412,0.01,0.24543369
4697,0.41,0.3472813
10711,0.1,0.24543369
8546,0.16,0.24600944
491,2.93,2.3613582
11758,0.08,0.2470156
9400,0.13,0.25824806
5475,0.33,0.2985678
10814,0.1,0.24759129
13803,0.04,0.24763715
3345,0.6,0.34842867
7797,0.19,0.25824806
12961,0.05,0.24543369
8977,0.15,0.24543369
8084,0.18,0.24543369
6902,0.24,0.26433793
7696,0.2,0.24543369
13047,0.05,0.24543369
1134,1.62,1.5494487
14241,0.03,0.24543369
14271,0.03,0.24763715
14350,0.03,0.24543369
12521,0.06,0.2770839
10400,0.11,0.24543369
11814,0.07,0.24543369
435,3.15,2.0740151
4894,0.39,0.31095156
12823,0.06,0.2785107
8736,0.15,0.24543369
1859,1.1,0.63448143
16420,0.01,0.24543369
13562,0.04,0.24543369
6261,0.27,0.25656435
10420,0.1,0.24543369
912,1.89,1.3993518
13590,0.04,0.24543369
16336,0.01,0.24543369
10241,0.11,0.2586919
5555,0.32,0.28086376
13630,0.04,0.24543369
7523,0.2,0.2639106
6567,0.26,0.26245302
11129,0.09,0.24543369
198,5.09,3.946685
14806,0.03,0.24543369
10202,0.11,0.24696094
8530,0.16,0.24654084
7343,0.21,0.2532928
15679,0.02,0.24543369
5524,0.33,0.28117514
15154,0.02,0.24543369
4849,0.4,0.30347598
10441,0.1,0.25028855
3376,0.6,0.36005014
14726,0.03,0.24543369
5032,0.38,0.30162692
853,2.0,1.8178169
79,8.38,5.644252
14658,0.03,0.2563223
15719,0.02,0.24666831
4830,0.4,0.31095156
13006,0.05,0.24543369
8587,0.16,0.24666831
10489,0.1,0.24763715
747,2.19,1.2262788
8446,0.17,0.24543369
9523,0.13,0.2532074
115,6.82,4.982351
16503,0.01,0.24600944
11534,0.08,0.24543369
7433,0.21,0.25465858
1174,1.58,1.2756009
12562,0.06,0.24763715
1128,1.63,1.0187838
631,2.45,2.1554008
15860,0.02,0.24543369
5346,0.34,0.32025948
13074,0.05,0.24600944
2752,0.74,0.42441243
13028,0.05,0.24543369
4599,0.42,0.40461504
3292,0.61,0.54214513
2478,0.83,0.4381601
834,2.04,1.6627191
6427,0.26,0.2665233
14198,0.03,0.24543369
3803,0.53,0.55361736
9324,0.13,0.24543369
9605,0.13,0.24543369
5755,0.31,0.31291372
5386,0.34,0.39180234
11097,0.09,0.24543369
11431,0.08,0.24543369
299,4.03,2.9980884
10142,0.11,0.24543369
9792,0.12,0.24543369
5411,0.34,0.3819567
14132,0.04,0.24543369
5729,0.31,0.2931316
15579,0.02,0.24543369
13424,0.05,0.24543369
15372,0.02,0.24543369
8455,0.17,0.24864581
10179,0.11,0.25824806
5423,0.34,0.26431987
16022,0.02,0.24543369
11403,0.08,0.24543369
4214,0.46,0.5192536
1949,1.06,0.8798001
14912,0.03,0.24543369
13839,0.04,0.24543369
13700,0.04,0.24543369
3440,0.58,0.4418199
12914,0.05,0.24666831
14313,0.03,0.24666831
2044,1.01,0.78215444
3336,0.6,0.64698464
471,3.0,2.397825
13808,0.04,0.24543369
13566,0.04,0.2470156
4623,0.42,0.40461504
7871,0.19,0.24608004
9714,0.12,0.24543369
15066,0.02,0.24543369
9868,0.12,0.24543369
2949,0.69,0.5475444
3616,0.55,0.39152467
2966,0.68,0.6030701
4118,0.48,0.36547372
1317,1.45,0.5802407
15632,0.02,0.24600944
3812,0.53,0.50539047
11532,0.08,0.24543369
12760,0.06,0.2628035
8100,0.18,0.27975667
12204,0.07,0.24543369
4124,0.48,0.4243902
8089,0.18,0.24543369
3096,0.65,0.53372645
3259,0.62,0.56174797
3570,0.56,0.49723324
4714,0.41,0.350818
955,1.83,1.5914217
10847,0.09,0.24633268
1108,1.65,1.3207408
15290,0.02,0.24543369
12756,0.06,0.24666831
15690,0.02,0.24543369
14539,0.03,0.24608004
10571,0.1,0.24543369
8889,0.15,0.24543369
14394,0.03,0.24543369
11748,0.08,0.26693648
9036,0.14,0.30934292
2987,0.68,0.5256573
12308,0.06,0.24543369
16547,0.01,0.24543369
12424,0.06,0.24763715
15395,0.02,0.24543369
15821,0.02,0.24543369
13488,0.05,0.24543369
1240,1.51,1.3577604
9142,0.14,0.24543369
8646,0.16,0.24543369
2254,0.92,0.9176026
4267,0.46,0.40829402
5058,0.38,0.28295073
213,4.91,4.102097
12189,0.07,0.24600944
16637,0.01,0.24543369
1087,1.67,1.0958459
739,2.2,1.7515463
12222,0.07,0.24543369
13338,0.05,0.24543369
7238,0.22,0.25532973
12372,0.06,0.24543369
10885,0.09,0.3057432
13024,0.05,0.24543369
14244,0.03,0.24543369
6344,0.27,0.28899854
6994,0.23,0.24843326
3450,0.58,0.46314394
8774,0.15,0.24543369
13316,0.05,0.24543369
9993,0.12,0.24543369
15294,0.02,0.24543369
9956,0.12,0.27349162
14426,0.03,0.24543369
11314,0.08,0.24608004
12449,0.06,0.24666831
14559,0.03,0.24543369
3935,0.51,0.39301565
7875,0.19,0.2875582
12197,0.07,0.24543369
2744,0.75,0.47101697
1116,1.65,1.4051466
2141,0.96,0.5399854
13514,0.04,0.24543369
4607,0.42,0.36541444
10432,0.1,0.24543369
2379,0.87,0.68889904
9350,0.13,0.24543369
11565,0.08,0.24543369
13177,0.05,0.24543369
13814,0.04,0.24543369
2601,0.79,0.6505765
604,2.56,2.0010757
4704,0.41,0.33258522
14016,0.04,0.24543369
15576,0.02,0.24543369
15692,0.02,0.24543369
2288,0.9,0.7226712
18,20.61,15.7086735
7362,0.21,0.25824806
15221,0.02,0.24543369
12214,0.07,0.24543369
6580,0.26,0.27269942
107,7.15,5.8414807
13345,0.05,0.24945846
9010,0.14,0.24731466
11601,0.08,0.24543369
4283,0.45,0.34533638
7023,0.23,0.25904417
11558,0.08,0.24543369
2238,0.93,0.834064
9918,0.12,0.24600944
5021,0.38,0.28805
7647,0.2,0.24812272
16123,0.01,0.24543369
13435,0.05,0.24543369
9587,0.13,0.24543369
7965,0.19,0.25096294
4555,0.42,0.42101806
8040,0.18,0.24763715
5644,0.32,0.3253652
16295,0.01,0.24543369
14015,0.04,0.24543369
9387,0.13,0.24666831
15643,0.02,0.24608004
11629,0.08,0.24543369
8945,0.15,0.24543369
3299,0.61,0.45155352
8152,0.18,0.24543369
14094,0.04,0.24543369
2418,0.86,0.7827652
7654,0.2,0.24600944
11072,0.09,0.24763715
8072,0.18,0.24543369
16697,0.01,0.24696094
9298,0.14,0.24543369
8207,0.17,0.24575695
11376,0.08,0.24543369
12472,0.06,0.24543369
12945,0.05,0.24543369
10752,0.1,0.24763715
16365,0.01,0.24543369
12338,0.06,0.24543369
10816,0.1,0.24543369
3811,0.53,0.35280234
13809,0.04,0.24543369
12037,0.07,0.24543369
1721,1.17,0.77888083
10897,0.09,0.24543369
1398,1.38,1.293977
12175,0.07,0.24543369
6634,0.25,0.24871564
12837,0.06,0.24543369
303,3.97,3.2264497
15897,0.02,0.24543369
2822,0.72,0.66366136
10481,0.1,0.2470156
14481,0.03,0.24543369
9108,0.14,0.24543369
10305,0.11,0.24543369
10986,0.09,0.24543369
15877,0.02,0.24543369
10803,0.1,0.24600944
13511,0.04,0.24543369
14159,0.03,0.24543369
5069,0.37,0.36602354
7039,0.23,0.2852139
4125,0.48,0.3964393
2003,1.03,0.8627578
8679,0.16,0.24543369
2459,0.84,0.71214545
14275,0.03,0.24543369
9430,0.13,0.24543369
1442,1.35,1.1555953
6110,0.28,0.27442524
3066,0.66,0.48174566
3834,0.52,0.5091498
7330,0.21,0.24543369
16249,0.01,0.24543369
1349,1.42,1.2637872
13215,0.05,0.25977117
14309,0.03,0.24543369
14369,0.03,0.24543369
3479,0.58,0.49798316
12869,0.05,0.24600944
13871,0.04,0.24543369
5987,0.29,0.29444396
3696,0.54,0.5418237
10276,0.11,0.24543369
12807,0.06,0.24543369
12578,0.06,0.24543369
1157,1.6,1.2475297
16046,0.02,0.24543369
14025,0.04,0.24827757
16270,0.01,0.24543369
2492,0.83,0.68052113
9682,0.12,0.24763715
7118,0.23,0.27538854
13623,0.04,0.24543369
16286,0.01,0.24543369
4006,0.49,0.5073593
11214,0.09,0.24543369
13380,0.05,0.24763715
5251,0.35,0.32464558
6576,0.26,0.2532074
11464,0.08,0.24827757
15239,0.02,0.24543369
2721,0.75,0.6909738
14509,0.03,0.24543369
7177,0.22,0.2532928
4064,0.49,0.5135606
3830,0.52,0.34352672
2522,0.82,0.726381
835,2.04,1.6367599
1713,1.18,0.5557919
2945,0.69,0.61340594
8121,0.18,0.24608004
3083,0.66,0.4811513
6847,0.24,0.25482005
13962,0.04,0.24543369
4956,0.39,0.34163076
13555,0.04,0.24543369
1631,1.23,0.56018233
2337,0.89,0.7278658
14099,0.04,0.24543369
5454,0.33,0.35780728
13762,0.04,0.26333457
6269,0.27,0.44622248
131,6.41,3.9780648
15630,0.02,0.24543369
1553,1.27,1.4313211
2926,0.7,0.34417418
8354,0.17,0.24654084
4943,0.39,0.41071165
9393,0.13,0.24543369
1799,1.14,0.48136687
6658,0.25,0.28899854
11390,0.08,0.2542165
16171,0.01,0.24543369
6106,0.28,0.294094
8110,0.18,0.24543369
2921,0.7,0.55185014
6174,0.28,0.2941646
9426,0.13,0.2648735
2284,0.91,0.92313683
5378,0.34,0.34235805
15357,0.02,0.24543369
12296,0.06,0.24543369
2472,0.84,1.1052558
14893,0.03,0.24763715
14902,0.03,0.24543369
13023,0.05,0.24543369
3079,0.66,0.35925543
15605,0.02,0.24543369
5697,0.31,0.4073755
118,6.74,5.488657
679,2.34,1.7895336
11650,0.08,0.24543369
2640,0.77,0.73679566
10309,0.11,0.24543369
12235,0.07,0.24543369
470,3.01,2.6906974
16414,0.01,0.24543369
